Timestamp,Battery,Temperature,CPUUtilization,UserActive
1789550616842,0,-1,0,YES
1789550619860,0,-1,40.6736,YES
1789550622873,0,-1,51.0363,YES
1789550625878,0,-1,34.0674,YES
1789550628884,0,-1,32.4219,YES
