Scheduler,AverageWaitingTime,AverageTurnaroundTime,AverageResponseTime,Throughput,ContextSwitches,ExecutionTime,DeadlineMisses
Earliest Deadline First,5.2000,9.2000,5.2000,0.2500,4,20,2
